Place,Viewpoint,Entry Ticket (₹),Hotel Name,Budget Category,Hotel Cost Per Night (₹),Restaurant Name,Avg Bill (₹),Menu Dishes,Dish Prices (₹)
Mahabalipuram,Shore Temple,200.0,Chariot Beach Resort,Mid-range,1500,Moonrakers,524.0,"Fish Curry, Paratha, Thali","279, 143, 182"
Mahabalipuram,Mahabalipuram Lighthouse,100.0,Fisherman's Cove,Luxury,2500,Bhojan restaurant,269.0,"Paratha, Dosa, Thali","232, 131, 298"
Mahabalipuram,Krishna's Butterball,100.0,Grande Bay Resort & Spa,Luxury,2500,Le Yogi,626.0,"Dosa, Roti, Biryani","218, 141, 81"
Mahabalipuram,Krishna's Butterball,100.0,Fisherman's Cove,Luxury,2500,Bob Marley Cafe & Beach Shack,296.0,"Biryani, Upma, Roti","257, 213, 155"
Mahabalipuram,Five Rathas,200.0,InterContinental Chennai Mahabalipuram Resort,Budget,800,Moonrakers,524.0,"Fish Curry, Paratha, Thali","279, 143, 182"
Mahabalipuram,Krishna's Butterball,100.0,Grande Bay Resort & Spa,Luxury,2500,Bhojan restaurant,269.0,"Paratha, Dosa, Thali","232, 131, 298"
Mahabalipuram,Shore Temple,200.0,Chariot Beach Resort,Mid-range,1500,Le Yogi,626.0,"Dosa, Roti, Biryani","218, 141, 81"
Mahabalipuram,Arjuna's Penance,100.0,Chariot Beach Resort,Mid-range,1500,Moonrakers,524.0,"Fish Curry, Paratha, Thali","279, 143, 182"
Mahabalipuram,Five Rathas,200.0,Grande Bay Resort & Spa,Luxury,2500,Le Yogi,626.0,"Dosa, Roti, Biryani","218, 141, 81"
Mahabalipuram,Tiger Cave,100.0,Chariot Beach Resort,Mid-range,1500,Water's Edge Cafe,652.0,"Paneer Butter Masala, Fish Curry, Roti","221, 181, 122"
Mahabalipuram,Five Rathas,200.0,Radisson Blu Resort Temple Bay Mamallapuram,Luxury,2500,Moonrakers,524.0,"Fish Curry, Paratha, Thali","279, 143, 182"
Mahabalipuram,Five Rathas,200.0,Radisson Blu Resort Temple Bay Mamallapuram,Luxury,2500,Bhojan restaurant,269.0,"Paratha, Dosa, Thali","232, 131, 298"
Ooty,Ooty Lake,50.0,Welcomheritage Fernhills Palace,Mid-range,1500,Place to Bee,517.0,"Upma, Paneer Butter Masala, Roti","235, 155, 259"
Ooty,Ooty Lake,50.0,Savoy - IHCL Selections,Luxury,2500,Place to Bee,517.0,"Upma, Paneer Butter Masala, Roti","235, 155, 259"
Ooty,Ooty Lake,50.0,Welcomheritage Fernhills Palace,Mid-range,1500,Earl's Secret,250.0,"Idli, Dosa, Paneer Butter Masala","123, 100, 169"
Ooty,Botanical Gardens,50.0,Savoy - IHCL Selections,Luxury,2500,Earl's Secret,250.0,"Idli, Dosa, Paneer Butter Masala","123, 100, 169"
Ooty,Tea Museum,50.0,Welcomheritage Fernhills Palace,Mid-range,1500,Place to Bee,517.0,"Upma, Paneer Butter Masala, Roti","235, 155, 259"
Ooty,Tea Museum,50.0,Savoy - IHCL Selections,Luxury,2500,Place to Bee,517.0,"Upma, Paneer Butter Masala, Roti","235, 155, 259"
Ooty,Ooty Lake,50.0,Savoy - IHCL Selections,Luxury,2500,Earl's Secret,250.0,"Idli, Dosa, Paneer Butter Masala","123, 100, 169"
Ooty,Rose Garden,50.0,Savoy - IHCL Selections,Luxury,2500,Earl's Secret,250.0,"Idli, Dosa, Paneer Butter Masala","123, 100, 169"
Ooty,Doddabetta Peak,50.0,Savoy - IHCL Selections,Luxury,2500,Place to Bee,517.0,"Upma, Paneer Butter Masala, Roti","235, 155, 259"
Ooty,Pykara Lake and Waterfalls,50.0,Savoy - IHCL Selections,Luxury,2500,Place to Bee,517.0,"Upma, Paneer Butter Masala, Roti","235, 155, 259"
Ooty,Botanical Gardens,50.0,Savoy - IHCL Selections,Luxury,2500,Place to Bee,517.0,"Upma, Paneer Butter Masala, Roti","235, 155, 259"
Ooty,Rose Garden,50.0,Savoy - IHCL Selections,Luxury,2500,Place to Bee,517.0,"Upma, Paneer Butter Masala, Roti","235, 155, 259"
Ooty,Pykara Lake and Waterfalls,50.0,Welcomheritage Fernhills Palace,Mid-range,1500,Earl's Secret,250.0,"Idli, Dosa, Paneer Butter Masala","123, 100, 169"
Ooty,Pykara Lake and Waterfalls,50.0,Welcomheritage Fernhills Palace,Mid-range,1500,Place to Bee,517.0,"Upma, Paneer Butter Masala, Roti","235, 155, 259"
Ooty,Doddabetta Peak,50.0,Welcomheritage Fernhills Palace,Mid-range,1500,Place to Bee,517.0,"Upma, Paneer Butter Masala, Roti","235, 155, 259"
Ooty,Doddabetta Peak,50.0,Welcomheritage Fernhills Palace,Mid-range,1500,Earl's Secret,250.0,"Idli, Dosa, Paneer Butter Masala","123, 100, 169"
Ooty,Botanical Gardens,50.0,Welcomheritage Fernhills Palace,Mid-range,1500,Place to Bee,517.0,"Upma, Paneer Butter Masala, Roti","235, 155, 259"
Ooty,Rose Garden,50.0,Welcomheritage Fernhills Palace,Mid-range,1500,Earl's Secret,250.0,"Idli, Dosa, Paneer Butter Masala","123, 100, 169"
Ooty,Doddabetta Peak,50.0,Savoy - IHCL Selections,Luxury,2500,Earl's Secret,250.0,"Idli, Dosa, Paneer Butter Masala","123, 100, 169"
Ooty,Tea Museum,50.0,Savoy - IHCL Selections,Luxury,2500,Earl's Secret,250.0,"Idli, Dosa, Paneer Butter Masala","123, 100, 169"
Alleppey,Pathiramanal Island,0.0,Alleppey Beach Resort,Mid-range,1500,Cassia Restaurant,643.0,"Paneer Butter Masala, Momos, Paratha","121, 77, 186"
Alleppey,Krishnapuram Palace,0.0,Alleppey Beach Resort,Mid-range,1500,Halais Restaurant,292.0,"Upma, Dosa, Idli","223, 185, 113"
Alleppey,Marari Beach,100.0,Marari Beach Resort,Luxury,2500,Halais Restaurant,292.0,"Upma, Dosa, Idli","223, 185, 113"
Alleppey,Krishnapuram Palace,0.0,Marari Beach Resort,Luxury,2500,Halais Restaurant,292.0,"Upma, Dosa, Idli","223, 185, 113"
Alleppey,Alleppey Lighthouse,50.0,Sterling Lake Palace Alleppey,Budget,800,Cassia Restaurant,643.0,"Paneer Butter Masala, Momos, Paratha","121, 77, 186"
Alleppey,Alleppey Lighthouse,50.0,Marari Beach Resort,Luxury,2500,Brothers Hotel,496.0,"Thali, Idli, Upma","210, 138, 285"
Alleppey,Pathiramanal Island,0.0,Deshadan Backwater Resort,Luxury,2500,Halais Restaurant,292.0,"Upma, Dosa, Idli","223, 185, 113"
Alleppey,Marari Beach,100.0,Deshadan Backwater Resort,Luxury,2500,Cassia Restaurant,643.0,"Paneer Butter Masala, Momos, Paratha","121, 77, 186"
Alleppey,Punnamada Lake,50.0,Sterling Lake Palace Alleppey,Budget,800,Brothers Hotel,496.0,"Thali, Idli, Upma","210, 138, 285"
Alleppey,Marari Beach,100.0,Deshadan Backwater Resort,Luxury,2500,Brothers Hotel,496.0,"Thali, Idli, Upma","210, 138, 285"
Alleppey,Punnamada Lake,50.0,Marari Beach Resort,Luxury,2500,Cassia Restaurant,643.0,"Paneer Butter Masala, Momos, Paratha","121, 77, 186"
Alleppey,Pathiramanal Island,0.0,Deshadan Backwater Resort,Luxury,2500,Thaff Delicacy,581.0,"Dosa, Momos, Upma","228, 204, 211"
Alleppey,Krishnapuram Palace,0.0,Deshadan Backwater Resort,Luxury,2500,Thaff Delicacy,581.0,"Dosa, Momos, Upma","228, 204, 211"
Alleppey,Pathiramanal Island,0.0,Marari Beach Resort,Luxury,2500,Brothers Hotel,496.0,"Thali, Idli, Upma","210, 138, 285"
Alleppey,Alleppey Lighthouse,50.0,Marari Beach Resort,Luxury,2500,Cassia Restaurant,643.0,"Paneer Butter Masala, Momos, Paratha","121, 77, 186"
Alleppey,Alappuzha Beach,100.0,Deshadan Backwater Resort,Luxury,2500,Halais Restaurant,292.0,"Upma, Dosa, Idli","223, 185, 113"
Alleppey,Marari Beach,100.0,Sterling Lake Palace Alleppey,Budget,800,Thaff Delicacy,581.0,"Dosa, Momos, Upma","228, 204, 211"
Alleppey,Alleppey Lighthouse,50.0,Sterling Lake Palace Alleppey,Budget,800,Halais Restaurant,292.0,"Upma, Dosa, Idli","223, 185, 113"
Alleppey,Alleppey Lighthouse,50.0,Alleppey Beach Resort,Mid-range,1500,Cassia Restaurant,643.0,"Paneer Butter Masala, Momos, Paratha","121, 77, 186"
Alleppey,Marari Beach,100.0,Alleppey Beach Resort,Mid-range,1500,Thaff Delicacy,581.0,"Dosa, Momos, Upma","228, 204, 211"
Darjeeling,Tiger Hill,0.0,Mayfair Darjeeling,Budget,800,Kunga Restaurant,448.0,"Thali, Paneer Butter Masala, Biryani","156, 173, 118"
Darjeeling,Batasia Loop,0.0,Mayfair Darjeeling,Budget,800,Kunga Restaurant,448.0,"Thali, Paneer Butter Masala, Biryani","156, 173, 118"
Goa,Calangute Beach,0.0,Taj Exotica Resort & Spa,Budget,800,Britto's,576.0,"Biryani, Thali, Paratha","208, 203, 266"
Goa,Aguada Fort,200.0,W Goa,Luxury,2500,Curlies,382.0,"Poha, Paratha, Thali","251, 219, 104"
Goa,Chapora Fort,50.0,Taj Exotica Resort & Spa,Budget,800,Britto's,576.0,"Biryani, Thali, Paratha","208, 203, 266"
Goa,Basilica of Bom Jesus,0.0,Grand Hyatt Goa,Luxury,2500,Curlies,382.0,"Poha, Paratha, Thali","251, 219, 104"
Goa,Aguada Fort,200.0,Taj Exotica Resort & Spa,Budget,800,Britto's,576.0,"Biryani, Thali, Paratha","208, 203, 266"
Goa,Calangute Beach,0.0,Taj Exotica Resort & Spa,Budget,800,Thalassa,283.0,"Dosa, Idli, Paneer Butter Masala","223, 100, 204"
Goa,Basilica of Bom Jesus,0.0,Grand Hyatt Goa,Luxury,2500,Britto's,576.0,"Biryani, Thali, Paratha","208, 203, 266"
Goa,Calangute Beach,0.0,Grand Hyatt Goa,Luxury,2500,Thalassa,283.0,"Dosa, Idli, Paneer Butter Masala","223, 100, 204"
Goa,Palolem Beach,200.0,Taj Exotica Resort & Spa,Budget,800,Thalassa,283.0,"Dosa, Idli, Paneer Butter Masala","223, 100, 204"
Goa,Palolem Beach,200.0,Taj Exotica Resort & Spa,Budget,800,Curlies,382.0,"Poha, Paratha, Thali","251, 219, 104"
Goa,Mayem Lake,50.0,Taj Exotica Resort & Spa,Budget,800,Britto's,576.0,"Biryani, Thali, Paratha","208, 203, 266"
Goa,Aguada Fort,200.0,Grand Hyatt Goa,Luxury,2500,Britto's,576.0,"Biryani, Thali, Paratha","208, 203, 266"
Goa,Basilica of Bom Jesus,0.0,Grand Hyatt Goa,Luxury,2500,Thalassa,283.0,"Dosa, Idli, Paneer Butter Masala","223, 100, 204"
Goa,Aguada Fort,200.0,Taj Exotica Resort & Spa,Budget,800,Thalassa,283.0,"Dosa, Idli, Paneer Butter Masala","223, 100, 204"
Goa,Dudhsagar Waterfalls,0.0,Taj Exotica Resort & Spa,Budget,800,Thalassa,283.0,"Dosa, Idli, Paneer Butter Masala","223, 100, 204"
Goa,Basilica of Bom Jesus,0.0,W Goa,Luxury,2500,Thalassa,283.0,"Dosa, Idli, Paneer Butter Masala","223, 100, 204"
Goa,Mayem Lake,50.0,Taj Exotica Resort & Spa,Budget,800,Curlies,382.0,"Poha, Paratha, Thali","251, 219, 104"
Goa,Dudhsagar Waterfalls,0.0,W Goa,Luxury,2500,Britto's,576.0,"Biryani, Thali, Paratha","208, 203, 266"
Goa,Chapora Fort,50.0,Taj Exotica Resort & Spa,Budget,800,Curlies,382.0,"Poha, Paratha, Thali","251, 219, 104"
Goa,Palolem Beach,200.0,W Goa,Luxury,2500,Thalassa,283.0,"Dosa, Idli, Paneer Butter Masala","223, 100, 204"
Chikmagalur,Baba Budangiri,0.0,The Serai Chikmagalur,Luxury,2500,Odyssey,394.0,"Paratha, Dosa, Paneer Butter Masala","246, 275, 102"
Chikmagalur,Bhadra Wildlife Sanctuary,100.0,The Serai Chikmagalur,Luxury,2500,Odyssey,394.0,"Paratha, Dosa, Paneer Butter Masala","246, 275, 102"
Chikmagalur,Mullayanagiri,0.0,The Serai Chikmagalur,Luxury,2500,Odyssey,394.0,"Paratha, Dosa, Paneer Butter Masala","246, 275, 102"
Chikmagalur,Manikyadhara Falls,0.0,The Serai Chikmagalur,Luxury,2500,Town Canteen,351.0,"Momos, Biryani, Roti","144, 181, 139"
Chikmagalur,Bhadra Wildlife Sanctuary,100.0,Gateway Chikmagalur,Luxury,2500,Odyssey,394.0,"Paratha, Dosa, Paneer Butter Masala","246, 275, 102"
Chikmagalur,Mullayanagiri,0.0,Gateway Chikmagalur,Luxury,2500,Town Canteen,351.0,"Momos, Biryani, Roti","144, 181, 139"
Chikmagalur,Bhadra Wildlife Sanctuary,100.0,The Serai Chikmagalur,Luxury,2500,Town Canteen,351.0,"Momos, Biryani, Roti","144, 181, 139"
Chikmagalur,Baba Budangiri,0.0,Gateway Chikmagalur,Luxury,2500,Town Canteen,351.0,"Momos, Biryani, Roti","144, 181, 139"
Chikmagalur,Kemmanagundi,100.0,Gateway Chikmagalur,Luxury,2500,Odyssey,394.0,"Paratha, Dosa, Paneer Butter Masala","246, 275, 102"
Chikmagalur,Kemmanagundi,100.0,The Serai Chikmagalur,Luxury,2500,Odyssey,394.0,"Paratha, Dosa, Paneer Butter Masala","246, 275, 102"
Chikmagalur,Hirekolale Lake,0.0,Gateway Chikmagalur,Luxury,2500,Odyssey,394.0,"Paratha, Dosa, Paneer Butter Masala","246, 275, 102"
Chikmagalur,Manikyadhara Falls,0.0,Gateway Chikmagalur,Luxury,2500,Odyssey,394.0,"Paratha, Dosa, Paneer Butter Masala","246, 275, 102"
Chikmagalur,Mullayanagiri,0.0,Gateway Chikmagalur,Luxury,2500,Odyssey,394.0,"Paratha, Dosa, Paneer Butter Masala","246, 275, 102"
Chikmagalur,Baba Budangiri,0.0,The Serai Chikmagalur,Luxury,2500,Town Canteen,351.0,"Momos, Biryani, Roti","144, 181, 139"
Chikmagalur,Kemmanagundi,100.0,The Serai Chikmagalur,Luxury,2500,Town Canteen,351.0,"Momos, Biryani, Roti","144, 181, 139"
Chikmagalur,Mullayanagiri,0.0,The Serai Chikmagalur,Luxury,2500,Town Canteen,351.0,"Momos, Biryani, Roti","144, 181, 139"
Chikmagalur,Hirekolale Lake,0.0,Gateway Chikmagalur,Luxury,2500,Town Canteen,351.0,"Momos, Biryani, Roti","144, 181, 139"
Chikmagalur,Kemmanagundi,100.0,Gateway Chikmagalur,Luxury,2500,Town Canteen,351.0,"Momos, Biryani, Roti","144, 181, 139"
Chikmagalur,Hirekolale Lake,0.0,The Serai Chikmagalur,Luxury,2500,Odyssey,394.0,"Paratha, Dosa, Paneer Butter Masala","246, 275, 102"
Chikmagalur,Bhadra Wildlife Sanctuary,100.0,Gateway Chikmagalur,Luxury,2500,Town Canteen,351.0,"Momos, Biryani, Roti","144, 181, 139"
Manali,Old Manali,0.0,Johnson's Lodge,Budget,800,Il Forno,594.0,"Biryani, Roti, Paratha","295, 177, 96"
Manali,Hadimba Devi Temple,150.0,Manuallaya The Resort & Spa,Luxury,2500,Il Forno,594.0,"Biryani, Roti, Paratha","295, 177, 96"
Manali,Rohtang Pass,0.0,Manuallaya The Resort & Spa,Luxury,2500,Il Forno,594.0,"Biryani, Roti, Paratha","295, 177, 96"
Manali,Solang Valley,150.0,The Himalayan,Luxury,2500,Cafe 1947,430.0,"Biryani, Paratha, Poha","85, 121, 219"
Manali,Beas River,0.0,Manuallaya The Resort & Spa,Luxury,2500,Cafe 1947,430.0,"Biryani, Paratha, Poha","85, 121, 219"
Manali,Naggar Castle,200.0,Manuallaya The Resort & Spa,Luxury,2500,Chopsticks,397.0,"Poha, Thali, Paneer Butter Masala","288, 132, 210"
Manali,Hadimba Devi Temple,150.0,Johnson's Lodge,Budget,800,Johnson's Cafe,372.0,"Idli, Momos, Fish Curry","283, 279, 275"
Manali,Old Manali,0.0,Manuallaya The Resort & Spa,Luxury,2500,Johnson's Cafe,372.0,"Idli, Momos, Fish Curry","283, 279, 275"
Manali,Beas River,0.0,Johnson's Lodge,Budget,800,Il Forno,594.0,"Biryani, Roti, Paratha","295, 177, 96"
Manali,Naggar Castle,200.0,Johnson's Lodge,Budget,800,Chopsticks,397.0,"Poha, Thali, Paneer Butter Masala","288, 132, 210"
Manali,Old Manali,0.0,The Himalayan,Luxury,2500,Johnson's Cafe,372.0,"Idli, Momos, Fish Curry","283, 279, 275"
Manali,Rohtang Pass,0.0,Johnson's Lodge,Budget,800,Johnson's Cafe,372.0,"Idli, Momos, Fish Curry","283, 279, 275"
Manali,Beas River,0.0,The Himalayan,Luxury,2500,Chopsticks,397.0,"Poha, Thali, Paneer Butter Masala","288, 132, 210"
Manali,Old Manali,0.0,Solang Valley Resort,Budget,800,Johnson's Cafe,372.0,"Idli, Momos, Fish Curry","283, 279, 275"
Manali,Rohtang Pass,0.0,Johnson's Lodge,Budget,800,Il Forno,594.0,"Biryani, Roti, Paratha","295, 177, 96"
Manali,Naggar Castle,200.0,The Himalayan,Luxury,2500,Johnson's Cafe,372.0,"Idli, Momos, Fish Curry","283, 279, 275"
Manali,Old Manali,0.0,The Himalayan,Luxury,2500,Chopsticks,397.0,"Poha, Thali, Paneer Butter Masala","288, 132, 210"
Manali,Rohtang Pass,0.0,The Himalayan,Luxury,2500,Chopsticks,397.0,"Poha, Thali, Paneer Butter Masala","288, 132, 210"
Manali,Rohtang Pass,0.0,Solang Valley Resort,Budget,800,Johnson's Cafe,372.0,"Idli, Momos, Fish Curry","283, 279, 275"
Manali,Beas River,0.0,The Himalayan,Luxury,2500,Il Forno,594.0,"Biryani, Roti, Paratha","295, 177, 96"
Hampi,Stone Chariot (Vittala Temple),50.0,Evolve Back Hampi,Budget,800,Mango Tree Restaurant,514.0,"Paratha, Poha, Idli","182, 69, 248"
Hampi,Stone Chariot (Vittala Temple),50.0,Evolve Back Hampi,Budget,800,Laughing Buddha Cafe,618.0,"Biryani, Paneer Butter Masala, Roti","87, 269, 77"
Hampi,Virupaksha Temple,50.0,Vijayshree Resort & Heritage Village,Mid-range,1500,Laughing Buddha Cafe,618.0,"Biryani, Paneer Butter Masala, Roti","87, 269, 77"
Hampi,Hampi Bazaar,100.0,Vijayshree Resort & Heritage Village,Mid-range,1500,Mango Tree Restaurant,514.0,"Paratha, Poha, Idli","182, 69, 248"
Hampi,Stone Chariot (Vittala Temple),50.0,Hotel Hampi International,Luxury,2500,Mango Tree Restaurant,514.0,"Paratha, Poha, Idli","182, 69, 248"
Hampi,Virupaksha Temple,50.0,Evolve Back Hampi,Budget,800,Mango Tree Restaurant,514.0,"Paratha, Poha, Idli","182, 69, 248"
Hampi,Virupaksha Temple,50.0,Vijayshree Resort & Heritage Village,Mid-range,1500,Mango Tree Restaurant,514.0,"Paratha, Poha, Idli","182, 69, 248"
Hampi,Stone Chariot (Vittala Temple),50.0,Hotel Hampi International,Luxury,2500,Gopi Guest House,627.0,"Thali, Fish Curry, Roti","179, 150, 246"
Hampi,Matanga Hill,100.0,Hotel Hampi International,Luxury,2500,Mango Tree Restaurant,514.0,"Paratha, Poha, Idli","182, 69, 248"
Hampi,Hemakuta Hill Temple Complex,50.0,Hotel Hampi International,Luxury,2500,Gopi Guest House,627.0,"Thali, Fish Curry, Roti","179, 150, 246"
Hampi,Vittala Temple,50.0,Hotel Hampi International,Luxury,2500,Laughing Buddha Cafe,618.0,"Biryani, Paneer Butter Masala, Roti","87, 269, 77"
Hampi,Hampi Bazaar,100.0,Hotel Hampi International,Luxury,2500,Gopi Guest House,627.0,"Thali, Fish Curry, Roti","179, 150, 246"
Hampi,Hampi Bazaar,100.0,Vijayshree Resort & Heritage Village,Mid-range,1500,Laughing Buddha Cafe,618.0,"Biryani, Paneer Butter Masala, Roti","87, 269, 77"
Hampi,Virupaksha Temple,50.0,Evolve Back Hampi,Budget,800,Gopi Guest House,627.0,"Thali, Fish Curry, Roti","179, 150, 246"
Hampi,Stone Chariot (Vittala Temple),50.0,Vijayshree Resort & Heritage Village,Mid-range,1500,Mango Tree Restaurant,514.0,"Paratha, Poha, Idli","182, 69, 248"
Hampi,Matanga Hill,100.0,Hotel Hampi International,Luxury,2500,Gopi Guest House,627.0,"Thali, Fish Curry, Roti","179, 150, 246"
Hampi,Virupaksha Temple,50.0,Hotel Hampi International,Luxury,2500,Mango Tree Restaurant,514.0,"Paratha, Poha, Idli","182, 69, 248"
Hampi,Virupaksha Temple,50.0,Evolve Back Hampi,Budget,800,Laughing Buddha Cafe,618.0,"Biryani, Paneer Butter Masala, Roti","87, 269, 77"
Hampi,Hemakuta Hill Temple Complex,50.0,Hotel Hampi International,Luxury,2500,Laughing Buddha Cafe,618.0,"Biryani, Paneer Butter Masala, Roti","87, 269, 77"
Hampi,Stone Chariot (Vittala Temple),50.0,Hotel Hampi International,Luxury,2500,Laughing Buddha Cafe,618.0,"Biryani, Paneer Butter Masala, Roti","87, 269, 77"
Kochi,Fort Kochi,100.0,Brunton Boatyard,Budget,800,Fort House Restaurant,316.0,"Upma, Roti, Paratha","113, 142, 164"
Kochi,Jew Town,100.0,Brunton Boatyard,Budget,800,Fort House Restaurant,316.0,"Upma, Roti, Paratha","113, 142, 164"
Kochi,Fort Kochi,100.0,Taj Malabar Resort & Spa,Budget,800,Fort House Restaurant,316.0,"Upma, Roti, Paratha","113, 142, 164"
Kochi,Jew Town,100.0,Taj Malabar Resort & Spa,Budget,800,Dal Roti,316.0,"Upma, Roti, Paratha","113, 142, 164"
Kochi,Jew Town,100.0,Taj Malabar Resort & Spa,Budget,800,Fort House Restaurant,316.0,"Upma, Roti, Paratha","113, 142, 164"
Kochi,Mattancherry Palace,100.0,Taj Malabar Resort & Spa,Budget,800,Dal Roti,316.0,"Upma, Roti, Paratha","113, 142, 164"
Kochi,Mattancherry Palace,100.0,Taj Malabar Resort & Spa,Budget,800,Fort House Restaurant,316.0,"Upma, Roti, Paratha","113, 142, 164"
Kochi,Chinese Fishing Nets,100.0,Brunton Boatyard,Budget,800,Dal Roti,316.0,"Upma, Roti, Paratha","113, 142, 164"
Kochi,Fort Kochi,100.0,Brunton Boatyard,Budget,800,Dal Roti,316.0,"Upma, Roti, Paratha","113, 142, 164"
Kochi,Santa Cruz Basilica,100.0,Taj Malabar Resort & Spa,Budget,800,Dal Roti,316.0,"Upma, Roti, Paratha","113, 142, 164"
Kochi,Jew Town,100.0,Brunton Boatyard,Budget,800,Dal Roti,316.0,"Upma, Roti, Paratha","113, 142, 164"
Kochi,Chinese Fishing Nets,100.0,Taj Malabar Resort & Spa,Budget,800,Fort House Restaurant,316.0,"Upma, Roti, Paratha","113, 142, 164"
Kochi,Santa Cruz Basilica,100.0,Brunton Boatyard,Budget,800,Fort House Restaurant,316.0,"Upma, Roti, Paratha","113, 142, 164"
Kochi,Chinese Fishing Nets,100.0,Taj Malabar Resort & Spa,Budget,800,Dal Roti,316.0,"Upma, Roti, Paratha","113, 142, 164"
Kochi,St. Francis Church,100.0,Taj Malabar Resort & Spa,Budget,800,Dal Roti,316.0,"Upma, Roti, Paratha","113, 142, 164"
Kochi,Santa Cruz Basilica,100.0,Taj Malabar Resort & Spa,Budget,800,Fort House Restaurant,316.0,"Upma, Roti, Paratha","113, 142, 164"
Kochi,Mattancherry Palace,100.0,Brunton Boatyard,Budget,800,Fort House Restaurant,316.0,"Upma, Roti, Paratha","113, 142, 164"
Kochi,St. Francis Church,100.0,Brunton Boatyard,Budget,800,Dal Roti,316.0,"Upma, Roti, Paratha","113, 142, 164"
Kochi,Fort Kochi,100.0,Taj Malabar Resort & Spa,Budget,800,Dal Roti,316.0,"Upma, Roti, Paratha","113, 142, 164"
Kochi,St. Francis Church,100.0,Brunton Boatyard,Budget,800,Fort House Restaurant,316.0,"Upma, Roti, Paratha","113, 142, 164"
Khajuraho,Western Group of Temples,100.0,Syna Heritage Hotel,Luxury,2500,Raja Cafe,403.0,"Dosa, Poha, Idli","196, 90, 220"
Khajuraho,Devi Jagadambi Temple,150.0,Syna Heritage Hotel,Luxury,2500,Panna Restaurant,418.0,"Biryani, Paneer Butter Masala, Idli","252, 134, 287"
Khajuraho,Eastern Group of Temples,100.0,Syna Heritage Hotel,Luxury,2500,Madam Restaurant,344.0,"Roti, Momos, Idli","153, 188, 100"
Khajuraho,Lakshmana Temple,150.0,Radisson Hotel Khajuraho,Mid-range,1500,Panna Restaurant,418.0,"Biryani, Paneer Butter Masala, Idli","252, 134, 287"
Khajuraho,Lakshmana Temple,150.0,Ramada by Wyndham Khajuraho,Mid-range,1500,Madam Restaurant,344.0,"Roti, Momos, Idli","153, 188, 100"
Khajuraho,Southern Group of Temples,100.0,The Lalit Temple View Khajuraho,Luxury,2500,La Bella Italia,576.0,"Roti, Momos, Paratha","97, 154, 215"
Khajuraho,Eastern Group of Temples,100.0,Ramada by Wyndham Khajuraho,Mid-range,1500,La Bella Italia,576.0,"Roti, Momos, Paratha","97, 154, 215"
Khajuraho,Lakshmana Temple,150.0,Radisson Hotel Khajuraho,Mid-range,1500,La Bella Italia,576.0,"Roti, Momos, Paratha","97, 154, 215"
Khajuraho,Southern Group of Temples,100.0,Syna Heritage Hotel,Luxury,2500,Panna Restaurant,418.0,"Biryani, Paneer Butter Masala, Idli","252, 134, 287"
Khajuraho,Western Group of Temples,100.0,The Lalit Temple View Khajuraho,Luxury,2500,Panna Restaurant,418.0,"Biryani, Paneer Butter Masala, Idli","252, 134, 287"
Khajuraho,Southern Group of Temples,100.0,Radisson Hotel Khajuraho,Mid-range,1500,Panna Restaurant,418.0,"Biryani, Paneer Butter Masala, Idli","252, 134, 287"
Khajuraho,Kandariya Mahadeva Temple,100.0,Radisson Hotel Khajuraho,Mid-range,1500,La Bella Italia,576.0,"Roti, Momos, Paratha","97, 154, 215"
Khajuraho,Western Group of Temples,100.0,Ramada by Wyndham Khajuraho,Mid-range,1500,Raja Cafe,403.0,"Dosa, Poha, Idli","196, 90, 220"
Khajuraho,Western Group of Temples,100.0,Radisson Hotel Khajuraho,Mid-range,1500,Panna Restaurant,418.0,"Biryani, Paneer Butter Masala, Idli","252, 134, 287"
Khajuraho,Kandariya Mahadeva Temple,100.0,Syna Heritage Hotel,Luxury,2500,La Bella Italia,576.0,"Roti, Momos, Paratha","97, 154, 215"
Khajuraho,Lakshmana Temple,150.0,Syna Heritage Hotel,Luxury,2500,Madam Restaurant,344.0,"Roti, Momos, Idli","153, 188, 100"
Khajuraho,Western Group of Temples,100.0,Radisson Hotel Khajuraho,Mid-range,1500,Raja Cafe,403.0,"Dosa, Poha, Idli","196, 90, 220"
Khajuraho,Devi Jagadambi Temple,150.0,Syna Heritage Hotel,Luxury,2500,La Bella Italia,576.0,"Roti, Momos, Paratha","97, 154, 215"
Khajuraho,Eastern Group of Temples,100.0,Ramada by Wyndham Khajuraho,Mid-range,1500,Madam Restaurant,344.0,"Roti, Momos, Idli","153, 188, 100"
Khajuraho,Eastern Group of Temples,100.0,Ramada by Wyndham Khajuraho,Mid-range,1500,Panna Restaurant,418.0,"Biryani, Paneer Butter Masala, Idli","252, 134, 287"
Bikaner,Lalgarh Palace,200.0,Narendra Bhawan Bikaner,Budget,800,Gallops Restaurant,373.0,"Idli, Momos, Paratha","117, 274, 85"
Bikaner,Karni Mata Temple (Deshnok),200.0,Narendra Bhawan Bikaner,Budget,800,Gallops Restaurant,373.0,"Idli, Momos, Paratha","117, 274, 85"
Bikaner,Junagarh Fort,200.0,Narendra Bhawan Bikaner,Budget,800,Gallops Restaurant,373.0,"Idli, Momos, Paratha","117, 274, 85"
Ranthambore,Padam Talao,150.0,Taj Sawai Ranthambhore,Luxury,2500,Chaman Restaurant,333.0,"Fish Curry, Upma, Roti","225, 212, 248"
